time,province,city,confirm,heal,dead
2020/3/4,河南,济源,0,0,0
2020/3/5,河南,济源,0,0,0
2020/3/6,河南,济源,0,0,0
2020/3/7,河南,济源,0,0,0
2020/3/8,河南,济源,0,0,0
2020/3/9,河南,济源,0,1,0
2020/3/10,河南,济源,0,0,0
2020/3/11,河南,济源,0,0,0
2020/3/12,河南,济源,0,0,0
2020/3/13,河南,济源,0,0,0
2020/3/14,河南,济源,0,0,0
2020/2/7,河南,三门峡,7,2,0
2020/2/8,河南,三门峡,0,1,0
2020/2/9,河南,三门峡,0,0,0
2020/2/10,河南,三门峡,0,0,0
2020/2/11,河南,三门峡,0,0,0
2020/2/12,河南,三门峡,0,0,0
2020/2/13,河南,三门峡,0,0,0
2020/2/14,河南,三门峡,0,1,0
2020/2/15,河南,三门峡,0,0,0
2020/2/16,河南,三门峡,0,0,0
2020/2/17,河南,三门峡,0,0,0
2020/2/18,河南,三门峡,0,0,0
2020/2/19,河南,三门峡,0,1,0
2020/2/20,河南,三门峡,0,0,0
2020/2/21,河南,三门峡,0,1,0
2020/2/22,河南,三门峡,0,0,0
2020/2/23,河南,三门峡,0,0,0
2020/2/24,河南,三门峡,0,0,1
2020/2/25,河南,三门峡,0,0,0
2020/2/26,河南,三门峡,0,0,0
2020/2/27,河南,三门峡,0,0,0
2020/2/28,河南,三门峡,0,0,0
2020/2/29,河南,三门峡,0,0,0
2020/3/1,河南,三门峡,0,0,0
2020/3/2,河南,三门峡,0,0,0
2020/3/3,河南,三门峡,0,0,0
2020/3/4,河南,三门峡,0,0,0
2020/3/5,河南,三门峡,0,0,0
2020/3/6,河南,三门峡,0,0,0
2020/3/7,河南,三门峡,0,0,0
2020/3/8,河南,三门峡,0,0,0
2020/3/9,河南,三门峡,0,0,0
2020/3/10,河南,三门峡,0,0,0
2020/3/11,河南,三门峡,0,0,0
2020/3/12,河南,三门峡,0,0,0
2020/3/13,河南,三门峡,0,0,0
2020/3/14,河南,三门峡,0,0,0
2020/2/7,河南,鹤壁,13,0,0
2020/2/8,河南,鹤壁,4,0,0
2020/2/9,河南,鹤壁,0,0,0
2020/2/10,河南,鹤壁,1,3,0
2020/2/11,河南,鹤壁,1,0,0
2020/2/12,河南,鹤壁,0,1,0
2020/2/13,河南,鹤壁,0,0,0
2020/2/14,河南,鹤壁,0,0,0
2020/2/15,河南,鹤壁,0,0,0
2020/2/16,河南,鹤壁,0,1,0
2020/2/17,河南,鹤壁,0,0,0
2020/2/18,河南,鹤壁,0,0,0
2020/2/19,河南,鹤壁,0,3,0
2020/2/20,河南,鹤壁,0,0,0
2020/2/21,河南,鹤壁,0,1,0
2020/2/22,河南,鹤壁,0,0,0
2020/2/23,河南,鹤壁,0,2,0
2020/2/24,河南,鹤壁,0,0,0
2020/2/25,河南,鹤壁,0,2,0
2020/2/26,河南,鹤壁,0,2,0
2020/2/27,河南,鹤壁,0,0,0
2020/2/28,河南,鹤壁,0,2,0
2020/2/29,河南,鹤壁,0,1,0
2020/3/1,河南,鹤壁,0,0,0
2020/3/2,河南,鹤壁,0,0,0
2020/3/3,河南,鹤壁,0,1,0
2020/3/4,河南,鹤壁,0,0,0
2020/3/5,河南,鹤壁,0,0,0
2020/3/6,河南,鹤壁,0,0,0
2020/3/7,河南,鹤壁,0,0,0
2020/3/8,河南,鹤壁,0,0,0
2020/3/9,河南,鹤壁,0,0,0
2020/3/10,河南,鹤壁,0,0,0
2020/3/11,河南,鹤壁,0,0,0
2020/3/12,河南,鹤壁,0,0,0
2020/3/13,河南,鹤壁,0,0,0
2020/3/14,河南,鹤壁,0,0,0
2020/2/7,河南,焦作,20,1,0
2020/2/8,河南,焦作,4,0,0
2020/2/9,河南,焦作,1,0,0
2020/2/10,河南,焦作,3,0,1
2020/2/11,河南,焦作,0,2,0
2020/2/12,河南,焦作,1,2,0
2020/2/13,河南,焦作,0,0,0
2020/2/14,河南,焦作,1,0,0
2020/2/15,河南,焦作,0,1,0
2020/2/16,河南,焦作,2,1,0
2020/2/17,河南,焦作,0,0,0
2020/2/18,河南,焦作,0,0,0
2020/2/19,河南,焦作,0,1,0
2020/2/20,河南,焦作,0,1,0
2020/2/21,河南,焦作,0,3,0
2020/2/22,河南,焦作,0,3,0
2020/2/23,河南,焦作,0,2,0
2020/2/24,河南,焦作,0,7,0
2020/2/25,河南,焦作,0,2,0
2020/2/26,河南,焦作,0,2,0
2020/2/27,河南,焦作,0,1,0
2020/2/28,河南,焦作,0,2,0
2020/2/29,河南,焦作,0,0,0
2020/3/1,河南,焦作,0,0,0
2020/3/2,河南,焦作,0,0,0
2020/3/3,河南,焦作,0,0,0
2020/3/4,河南,焦作,0,0,0
2020/3/5,河南,焦作,0,0,0
2020/3/6,河南,焦作,0,0,0
2020/3/7,河南,焦作,0,0,0
2020/3/8,河南,焦作,0,0,0
2020/3/9,河南,焦作,0,0,0
2020/3/10,河南,焦作,0,0,0
2020/3/11,河南,焦作,0,0,0
2020/3/12,河南,焦作,0,0,0
2020/3/13,河南,焦作,0,0,0
2020/3/14,河南,焦作,0,0,0
2020/2/7,河南,开封,21,1,0
2020/2/8,河南,开封,3,0,0
2020/2/9,河南,开封,0,0,0
2020/2/10,河南,开封,1,0,0
2020/2/11,河南,开封,0,0,0
2020/2/12,河南,开封,0,1,0
2020/2/13,河南,开封,0,4,0
2020/2/14,河南,开封,0,0,0
2020/2/15,河南,开封,1,1,0
2020/2/16,河南,开封,0,0,0
2020/2/17,河南,开封,0,2,0
2020/2/18,河南,开封,0,0,0
2020/2/19,河南,开封,0,2,0
2020/2/20,河南,开封,0,2,0
2020/2/21,河南,开封,0,2,0
2020/2/22,河南,开封,0,1,0
2020/2/23,河南,开封,0,0,0
2020/2/24,河南,开封,0,0,0
2020/2/25,河南,开封,0,0,0
2020/2/26,河南,开封,0,0,0
2020/2/27,河南,开封,0,1,0
2020/2/28,河南,开封,0,1,0
2020/2/29,河南,开封,0,0,0
2020/3/1,河南,开封,0,0,0
2020/3/2,河南,开封,0,0,0
2020/3/3,河南,开封,0,8,0
2020/3/4,河南,开封,0,0,0
2020/3/5,河南,开封,0,0,0
2020/3/6,河南,开封,0,0,0
2020/3/7,河南,开封,0,0,0
2020/3/8,河南,开封,0,0,0
2020/3/9,河南,开封,0,0,0
2020/3/10,河南,开封,0,0,0
2020/3/11,河南,开封,0,0,0
2020/3/12,河南,开封,0,0,0
2020/3/13,河南,开封,0,0,0
2020/3/14,河南,开封,0,0,0
2020/2/7,河南,洛阳,25,2,0
2020/2/8,河南,洛阳,0,0,0
2020/2/9,河南,洛阳,2,0,0
2020/2/10,河南,洛阳,1,0,0
2020/2/11,河南,洛阳,1,0,0
2020/2/12,河南,洛阳,1,2,0
2020/2/13,河南,洛阳,0,0,0
2020/2/14,河南,洛阳,1,4,0
2020/2/15,河南,洛阳,0,2,0
2020/2/16,河南,洛阳,0,1,0
2020/2/17,河南,洛阳,0,0,0
2020/2/18,河南,洛阳,0,1,1
2020/2/19,河南,洛阳,0,1,0
2020/2/20,河南,洛阳,0,2,0
2020/2/21,河南,洛阳,0,1,0
2020/2/22,河南,洛阳,0,2,0
2020/2/23,河南,洛阳,0,0,0
2020/2/24,河南,洛阳,0,0,0
2020/2/25,河南,洛阳,0,3,0
2020/2/26,河南,洛阳,0,3,0
2020/2/27,河南,洛阳,0,2,0
2020/2/28,河南,洛阳,0,0,0
2020/2/29,河南,洛阳,0,1,0
2020/3/1,河南,洛阳,0,3,0
2020/3/2,河南,洛阳,0,0,0
2020/3/3,河南,洛阳,0,0,0
2020/3/4,河南,洛阳,0,0,0
2020/3/5,河南,洛阳,0,0,0
2020/3/6,河南,洛阳,0,0,0
2020/3/7,河南,洛阳,0,0,0
2020/3/8,河南,洛阳,0,0,0
2020/3/9,河南,洛阳,0,0,0
2020/3/10,河南,洛阳,0,0,0
2020/3/11,河南,洛阳,0,0,0
2020/3/12,河南,洛阳,0,0,0
2020/3/13,河南,洛阳,0,0,0
2020/3/14,河南,洛阳,0,0,0
2020/2/7,河南,漯河,29,4,0
2020/2/8,河南,漯河,1,0,0
2020/2/9,河南,漯河,0,0,0
2020/2/10,河南,漯河,1,2,0
2020/2/11,河南,漯河,2,0,0
2020/2/12,河南,漯河,0,0,0
2020/2/13,河南,漯河,0,0,0
2020/2/14,河南,漯河,1,3,0
2020/2/15,河南,漯河,0,3,0
2020/2/16,河南,漯河,0,0,0
2020/2/17,河南,漯河,0,0,0
2020/2/18,河南,漯河,0,1,0
2020/2/19,河南,漯河,1,1,0
2020/2/20,河南,漯河,0,7,0
2020/2/21,河南,漯河,0,1,0
2020/2/22,河南,漯河,0,0,0
2020/2/23,河南,漯河,0,0,0
2020/2/24,河南,漯河,0,1,0
2020/2/25,河南,漯河,0,0,0
2020/2/26,河南,漯河,0,2,0
2020/2/27,河南,漯河,0,2,0
2020/2/28,河南,漯河,0,1,0
2020/2/29,河南,漯河,0,2,0
2020/3/1,河南,漯河,0,3,0
2020/3/2,河南,漯河,0,0,0
2020/3/3,河南,漯河,0,2,0
2020/3/4,河南,漯河,0,0,0
2020/3/5,河南,漯河,0,0,0
2020/3/6,河南,漯河,0,0,0
2020/3/7,河南,漯河,0,0,0
2020/3/8,河南,漯河,0,0,0
2020/3/9,河南,漯河,0,0,0
2020/3/10,河南,漯河,0,0,0
2020/3/11,河南,漯河,0,0,0
2020/3/12,河南,漯河,0,0,0
2020/3/13,河南,漯河,0,0,0
2020/3/14,河南,漯河,0,0,0
2020/2/7,河南,许昌,30,0,0
2020/2/8,河南,许昌,1,2,0
2020/2/9,河南,许昌,0,0,0
2020/2/10,河南,许昌,1,0,0
2020/2/11,河南,许昌,2,0,0
2020/2/12,河南,许昌,0,1,0
2020/2/13,河南,许昌,3,3,0
2020/2/14,河南,许昌,0,0,0
2020/2/15,河南,许昌,1,2,0
2020/2/16,河南,许昌,0,1,0
2020/2/17,河南,许昌,0,2,0
2020/2/18,河南,许昌,1,0,0
2020/2/19,河南,许昌,0,5,0
2020/2/20,河南,许昌,0,0,0
2020/2/21,河南,许昌,0,3,0
2020/2/22,河南,许昌,0,7,0
2020/2/23,河南,许昌,0,0,0
2020/2/24,河南,许昌,0,0,0
2020/2/25,河南,许昌,0,6,0
2020/2/26,河南,许昌,0,0,0
2020/2/27,河南,许昌,0,1,0
2020/2/28,河南,许昌,0,3,0
2020/2/29,河南,许昌,0,1,0
2020/3/1,河南,许昌,0,1,0
2020/3/2,河南,许昌,0,0,1
2020/3/3,河南,许昌,0,0,0
2020/3/4,河南,许昌,0,0,0
2020/3/5,河南,许昌,0,0,0
2020/3/6,河南,许昌,0,0,0
2020/3/7,河南,许昌,0,0,0
2020/3/8,河南,许昌,0,0,0
2020/3/9,河南,许昌,0,0,0
2020/3/10,河南,许昌,0,0,0
2020/3/11,河南,许昌,0,0,0
2020/3/12,河南,许昌,0,0,0
2020/3/13,河南,许昌,0,0,0
2020/3/14,河南,许昌,0,0,0
2020/2/7,河南,安阳,43,2,0
2020/2/8,河南,安阳,1,1,0
2020/2/9,河南,安阳,1,0,0
2020/2/10,河南,安阳,1,7,0
2020/2/11,河南,安阳,3,0,0
2020/2/12,河南,安阳,1,0,0
2020/2/13,河南,安阳,0,3,0
2020/2/14,河南,安阳,1,3,0
2020/2/15,河南,安阳,0,2,0
2020/2/16,河南,安阳,0,2,0
2020/2/17,河南,安阳,1,4,0
2020/2/18,河南,安阳,0,2,0
2020/2/19,河南,安阳,1,2,0
2020/2/20,河南,安阳,0,1,0
2020/2/21,河南,安阳,0,2,0
2020/2/22,河南,安阳,0,2,0
2020/2/23,河南,安阳,0,4,0
2020/2/24,河南,安阳,0,4,0
2020/2/25,河南,安阳,0,0,0
2020/2/26,河南,安阳,0,2,0
2020/2/27,河南,安阳,0,1,0
2020/2/28,河南,安阳,0,0,0
2020/2/29,河南,安阳,0,3,0
2020/3/1,河南,安阳,0,0,0
2020/3/2,河南,安阳,0,3,0
2020/3/3,河南,安阳,0,3,0
2020/3/4,河南,安阳,0,4,0
2020/3/5,河南,安阳,0,0,0
2020/3/6,河南,安阳,0,1,0
2020/3/7,河南,安阳,0,0,0
2020/3/8,河南,安阳,0,0,0
2020/3/9,河南,安阳,0,0,0
2020/3/10,河南,安阳,0,0,0
2020/3/11,河南,安阳,0,0,0
2020/3/12,河南,安阳,0,0,0
2020/3/13,河南,安阳,0,0,0
2020/3/14,河南,安阳,0,0,0
2020/2/7,河南,新乡,43,4,0
2020/2/8,河南,新乡,1,1,0
2020/2/9,河南,新乡,2,0,0
2020/2/10,河南,新乡,2,2,1
2020/2/11,河南,新乡,5,0,0
2020/2/12,河南,新乡,1,0,0
2020/2/13,河南,新乡,1,0,1
2020/2/14,河南,新乡,0,3,0
2020/2/15,河南,新乡,1,0,0
2020/2/16,河南,新乡,1,6,0
2020/2/17,河南,新乡,0,5,0
2020/2/18,河南,新乡,0,0,1
2020/2/19,河南,新乡,0,3,0
2020/2/20,河南,新乡,0,2,0
2020/2/21,河南,新乡,0,6,0
2020/2/22,河南,新乡,0,11,0
2020/2/23,河南,新乡,0,3,0
2020/2/24,河南,新乡,0,2,0
2020/2/25,河南,新乡,0,0,0
2020/2/26,河南,新乡,0,1,0
2020/2/27,河南,新乡,0,0,0
2020/2/28,河南,新乡,0,2,0
2020/2/29,河南,新乡,0,2,0
2020/3/1,河南,新乡,0,0,0
2020/3/2,河南,新乡,0,0,0
2020/3/3,河南,新乡,0,0,0
2020/3/4,河南,新乡,0,0,0
2020/3/5,河南,新乡,0,1,0
2020/3/6,河南,新乡,0,0,0
2020/3/7,河南,新乡,0,0,0
2020/3/8,河南,新乡,0,0,0
2020/3/9,河南,新乡,0,0,0
2020/3/10,河南,新乡,0,0,0
2020/3/11,河南,新乡,0,0,0
2020/3/12,河南,新乡,0,0,0
2020/3/13,河南,新乡,0,0,0
2020/3/14,河南,新乡,0,0,0
2020/2/7,河南,平顶山,48,1,0
2020/2/8,河南,平顶山,2,5,1
2020/2/9,河南,平顶山,2,0,0
2020/2/10,河南,平顶山,2,6,0
2020/2/11,河南,平顶山,1,2,0
2020/2/12,河南,平顶山,1,1,0
2020/2/13,河南,平顶山,1,4,0
2020/2/14,河南,平顶山,1,0,0
2020/2/15,河南,平顶山,0,1,0
2020/2/16,河南,平顶山,0,0,0
2020/2/17,河南,平顶山,0,7,0
2020/2/18,河南,平顶山,0,0,0
2020/2/19,河南,平顶山,0,4,0
2020/2/20,河南,平顶山,0,4,0
2020/2/21,河南,平顶山,0,4,0
2020/2/22,河南,平顶山,0,0,0
2020/2/23,河南,平顶山,0,3,0
2020/2/24,河南,平顶山,0,1,0
2020/2/25,河南,平顶山,0,1,0
2020/2/26,河南,平顶山,0,0,0
2020/2/27,河南,平顶山,0,7,0
2020/2/28,河南,平顶山,0,2,0
2020/2/29,河南,平顶山,0,0,0
2020/3/1,河南,平顶山,0,4,0
2020/3/2,河南,平顶山,0,0,0
2020/3/3,河南,平顶山,0,0,0
2020/3/4,河南,平顶山,0,0,0
2020/3/5,河南,平顶山,0,0,0
2020/3/6,河南,平顶山,0,0,0
2020/3/7,河南,平顶山,0,0,0
2020/3/8,河南,平顶山,0,0,0
2020/3/9,河南,平顶山,0,0,0
2020/3/10,河南,平顶山,0,0,0
2020/3/11,河南,平顶山,0,0,0
2020/3/12,河南,平顶山,0,0,0
2020/3/13,河南,平顶山,0,0,0
2020/3/14,河南,平顶山,0,0,0
2020/2/7,河南,濮阳,7,0,0
2020/2/8,河南,濮阳,2,0,0
2020/2/9,河南,濮阳,1,0,0
2020/2/10,河南,濮阳,1,1,0
2020/2/11,河南,濮阳,2,0,0
2020/2/12,河南,濮阳,0,0,0
2020/2/13,河南,濮阳,0,0,0
2020/2/14,河南,濮阳,4,0,0
2020/2/15,河南,濮阳,0,1,0
2020/2/16,河南,濮阳,0,0,0
2020/2/17,河南,濮阳,0,2,0
2020/2/18,河南,濮阳,0,0,0
2020/2/19,河南,濮阳,0,3,0
2020/2/20,河南,濮阳,0,0,0
2020/2/21,河南,濮阳,0,0,0
2020/2/22,河南,濮阳,0,0,0
2020/2/23,河南,濮阳,0,0,0
2020/2/24,河南,濮阳,0,3,0
2020/2/25,河南,濮阳,0,0,0
2020/2/26,河南,濮阳,0,0,0
2020/2/27,河南,濮阳,0,1,0
2020/2/28,河南,濮阳,0,0,0
2020/2/29,河南,濮阳,0,2,0
2020/3/1,河南,濮阳,0,2,0
2020/3/2,河南,濮阳,0,0,0
2020/3/3,河南,濮阳,0,2,0
2020/3/4,河南,濮阳,0,0,0
2020/3/5,河南,濮阳,0,0,0
2020/3/6,河南,濮阳,0,0,0
2020/3/7,河南,濮阳,0,0,0
2020/3/8,河南,濮阳,0,0,0
2020/3/9,河南,濮阳,0,0,0
2020/3/10,河南,濮阳,0,0,0
2020/3/11,河南,濮阳,0,0,0
2020/3/12,河南,濮阳,0,0,0
2020/3/13,河南,濮阳,0,0,0
2020/3/14,河南,濮阳,0,0,0
2020/2/7,河南,周口,62,10,0
2020/2/8,河南,周口,0,0,0
2020/2/9,河南,周口,3,0,0
2020/2/10,河南,周口,0,6,0
2020/2/11,河南,周口,1,1,0
2020/2/12,河南,周口,2,3,0
2020/2/13,河南,周口,1,0,0
2020/2/14,河南,周口,1,5,0
2020/2/15,河南,周口,1,0,0
2020/2/16,河南,周口,4,4,0
2020/2/17,河南,周口,1,1,0
2020/2/18,河南,周口,0,2,0
2020/2/19,河南,周口,0,2,0
2020/2/20,河南,周口,0,0,0
2020/2/21,河南,周口,0,7,0
2020/2/22,河南,周口,0,7,0
2020/2/23,河南,周口,0,1,0
2020/2/24,河南,周口,0,2,0
2020/2/25,河南,周口,0,1,0
2020/2/26,河南,周口,0,4,0
2020/2/27,河南,周口,0,0,1
2020/2/28,河南,周口,0,0,0
2020/2/29,河南,周口,0,10,0
2020/3/1,河南,周口,0,3,0
2020/3/2,河南,周口,0,0,0
2020/3/3,河南,周口,0,1,0
2020/3/4,河南,周口,0,3,0
2020/3/5,河南,周口,0,1,0
2020/3/6,河南,周口,0,0,0
2020/3/7,河南,周口,0,0,0
2020/3/8,河南,周口,0,1,0
2020/3/9,河南,周口,0,0,0
2020/3/10,河南,周口,0,0,0
2020/3/11,河南,周口,0,1,0
2020/3/12,河南,周口,0,0,0
2020/3/13,河南,周口,0,0,0
2020/3/14,河南,周口,0,0,0
2020/2/7,湖南,郴州,31,6,0
2020/2/8,湖南,郴州,1,2,0
2020/2/9,湖南,郴州,0,0,0
2020/2/10,湖南,郴州,1,5,0
2020/2/11,湖南,郴州,5,1,0
2020/2/12,湖南,郴州,0,1,0
2020/2/13,湖南,郴州,1,0,0
2020/2/14,湖南,郴州,0,7,0
2020/2/15,湖南,郴州,0,0,0
2020/2/16,湖南,郴州,0,0,0
2020/2/17,湖南,郴州,0,4,0
2020/2/18,湖南,郴州,0,1,0
2020/2/19,湖南,郴州,0,2,0
2020/2/20,湖南,郴州,0,0,0
2020/2/21,湖南,郴州,0,1,0
2020/2/22,湖南,郴州,0,1,0
2020/2/23,湖南,郴州,0,0,0
2020/2/24,湖南,郴州,0,0,0
2020/2/25,湖南,郴州,0,0,0
2020/2/26,湖南,郴州,0,2,0
2020/2/27,湖南,郴州,0,1,0
2020/2/28,湖南,郴州,0,0,0
2020/2/29,湖南,郴州,0,1,0
2020/3/1,湖南,郴州,0,0,0
2020/3/2,湖南,郴州,0,0,0
2020/3/3,湖南,郴州,0,1,0
2020/3/4,湖南,郴州,0,0,0
2020/3/5,湖南,郴州,0,1,0
2020/3/6,湖南,郴州,0,1,0
2020/3/7,湖南,郴州,0,1,0
2020/3/8,湖南,郴州,0,0,0
2020/3/9,湖南,郴州,0,0,0
2020/3/10,湖南,郴州,0,0,0
2020/3/11,湖南,郴州,0,0,0
2020/3/12,湖南,郴州,0,0,0
2020/3/13,湖南,郴州,0,0,0
2020/3/14,湖南,郴州,0,0,0
2020/2/7,湖南,湘西自治州,8,1,0
2020/2/8,湖南,湘西自治州,0,2,0
2020/2/9,湖南,湘西自治州,0,1,0
2020/2/10,湖南,湘西自治州,0,2,0
2020/2/11,湖南,湘西自治州,0,0,0
2020/2/12,湖南,湘西自治州,0,0,0
2020/2/13,湖南,湘西自治州,0,0,0
2020/2/14,湖南,湘西自治州,0,0,0
2020/2/15,湖南,湘西自治州,0,0,0
2020/2/16,湖南,湘西自治州,0,0,0
2020/2/17,湖南,湘西自治州,0,0,0
2020/2/18,湖南,湘西自治州,0,1,0
2020/2/19,湖南,湘西自治州,0,0,0
2020/2/20,湖南,湘西自治州,0,0,0
2020/2/21,湖南,湘西自治州,0,1,0
2020/2/22,湖南,湘西自治州,0,0,0
2020/2/23,湖南,湘西自治州,0,0,0
2020/2/24,湖南,湘西自治州,0,0,0
2020/2/25,湖南,湘西自治州,0,0,0
2020/2/26,湖南,湘西自治州,0,0,0
2020/2/27,湖南,湘西自治州,0,0,0
2020/2/28,湖南,湘西自治州,0,0,0
2020/2/29,湖南,湘西自治州,0,0,0
2020/3/1,湖南,湘西自治州,0,0,0
2020/3/2,湖南,湘西自治州,0,0,0
2020/3/3,湖南,湘西自治州,0,0,0
2020/3/4,湖南,湘西自治州,0,0,0
2020/3/5,湖南,湘西自治州,0,0,0
2020/3/6,湖南,湘西自治州,0,0,0
2020/3/7,湖南,湘西自治州,0,0,0
2020/3/8,湖南,湘西自治州,0,0,0
2020/3/9,湖南,湘西自治州,0,0,0
2020/3/10,湖南,湘西自治州,0,0,0
2020/3/11,湖南,湘西自治州,0,0,0
2020/3/12,湖南,湘西自治州,0,0,0
2020/3/13,湖南,湘西自治州,0,0,0
2020/3/14,湖南,湘西自治州,0,0,0
2020/2/7,江西,宜春,67,5,0
2020/2/8,江西,宜春,7,1,0
2020/2/9,江西,宜春,3,4,0
2020/2/10,江西,宜春,6,0,0
2020/2/11,江西,宜春,5,6,0
2020/2/12,江西,宜春,7,0,0
2020/2/13,江西,宜春,6,2,0
2020/2/14,江西,宜春,1,2,0
2020/2/15,江西,宜春,2,0,0
2020/2/16,江西,宜春,2,4,0
2020/2/17,江西,宜春,0,6,0
2020/2/18,江西,宜春,0,3,0
2020/2/19,江西,宜春,0,9,0
2020/2/20,江西,宜春,0,11,0
2020/2/21,江西,宜春,0,0,0
2020/2/22,江西,宜春,0,19,0
2020/2/23,江西,宜春,0,4,0
2020/2/24,江西,宜春,0,8,0
2020/2/25,江西,宜春,0,0,0
2020/2/26,江西,宜春,0,6,0
2020/2/27,江西,宜春,0,5,0
2020/2/28,江西,宜春,0,1,0
2020/2/29,江西,宜春,0,0,0
2020/3/1,江西,宜春,0,8,0
2020/3/2,江西,宜春,0,0,0
2020/3/3,江西,宜春,0,1,0
2020/3/4,江西,宜春,0,1,0
2020/3/5,江西,宜春,0,0,0
2020/3/6,江西,宜春,0,0,0
2020/3/7,江西,宜春,0,0,0
2020/3/8,江西,宜春,0,0,0
2020/3/9,江西,宜春,0,0,0
2020/3/10,江西,宜春,0,0,0
2020/3/11,江西,宜春,0,0,0
2020/3/12,江西,宜春,0,0,0
2020/3/13,江西,宜春,0,0,0
2020/3/14,江西,宜春,0,0,0
2020/2/7,江西,上饶,92,5,0
2020/2/8,江西,上饶,6,2,0
2020/2/9,江西,上饶,5,5,0
2020/2/10,江西,上饶,8,1,0
2020/2/11,江西,上饶,5,2,0
2020/2/12,江西,上饶,3,2,0
2020/2/13,江西,上饶,3,1,0
2020/2/14,江西,上饶,1,2,0
2020/2/15,江西,上饶,0,11,0
2020/2/16,江西,上饶,0,4,0
2020/2/17,江西,上饶,0,4,0
2020/2/18,江西,上饶,0,8,0
2020/2/19,江西,上饶,0,8,0
2020/2/20,江西,上饶,0,9,0
2020/2/21,江西,上饶,0,0,0
2020/2/22,江西,上饶,0,24,0
2020/2/23,江西,上饶,0,2,0
2020/2/24,江西,上饶,0,7,0
2020/2/25,江西,上饶,0,0,0
2020/2/26,江西,上饶,0,4,0
2020/2/27,江西,上饶,0,0,0
2020/2/28,江西,上饶,0,8,0
2020/2/29,江西,上饶,0,2,0
2020/3/1,江西,上饶,0,0,0
2020/3/2,江西,上饶,0,5,0
2020/3/3,江西,上饶,0,4,0
2020/3/4,江西,上饶,0,1,0
2020/3/5,江西,上饶,0,1,0
2020/3/6,江西,上饶,0,0,0
2020/3/7,江西,上饶,0,0,0
2020/3/8,江西,上饶,0,0,0
2020/3/9,江西,上饶,0,0,0
2020/3/10,江西,上饶,0,0,0
2020/3/11,江西,上饶,0,1,0
2020/3/12,江西,上饶,0,0,0
2020/3/13,江西,上饶,0,0,0
2020/3/14,江西,上饶,0,0,0
2020/2/7,江西,新余,95,8,0
2020/2/8,江西,新余,5,5,0
2020/2/9,江西,新余,5,5,0
2020/2/10,江西,新余,5,4,0
2020/2/11,江西,新余,7,4,0
2020/2/12,江西,新余,4,2,0
2020/2/13,江西,新余,3,3,0
2020/2/14,江西,新余,3,3,0
2020/2/15,江西,新余,2,3,0
2020/2/16,江西,新余,0,7,0
2020/2/17,江西,新余,0,2,0
2020/2/18,江西,新余,0,12,0
2020/2/19,江西,新余,1,10,0
2020/2/20,江西,新余,0,12,0
2020/2/21,江西,新余,0,0,0
2020/2/22,江西,新余,0,15,0
2020/2/23,江西,新余,0,8,0
2020/2/24,江西,新余,0,6,0
2020/2/25,江西,新余,0,0,0
2020/2/26,江西,新余,0,2,0
2020/2/27,江西,新余,0,4,0
2020/2/28,江西,新余,0,3,0
2020/2/29,江西,新余,0,2,0
2020/3/1,江西,新余,0,0,0
2020/3/2,江西,新余,0,1,0
2020/3/3,江西,新余,0,1,0
2020/3/4,江西,新余,0,1,0
2020/3/5,江西,新余,0,0,0
2020/3/6,江西,新余,0,0,0
2020/3/7,江西,新余,0,3,0
2020/3/8,江西,新余,0,1,0
2020/3/9,江西,新余,0,3,0
2020/3/10,江西,新余,0,0,0
2020/3/11,江西,新余,0,0,0
2020/3/12,江西,新余,0,0,0
2020/3/13,江西,新余,0,0,0
2020/3/14,江西,新余,0,0,0
2020/2/7,江西,九江,97,5,0
2020/2/8,江西,九江,3,1,0
2020/2/9,江西,九江,1,1,0
2020/2/10,江西,九江,0,6,0
2020/2/11,江西,九江,4,1,0
2020/2/12,江西,九江,4,0,0
2020/2/13,江西,九江,5,2,0
2020/2/14,江西,九江,1,2,0
2020/2/15,江西,九江,2,4,0
2020/2/16,江西,九江,0,0,0
2020/2/17,江西,九江,1,8,0
2020/2/18,江西,九江,0,3,0
2020/2/19,江西,九江,0,11,0
2020/2/20,江西,九江,0,3,0
2020/2/21,江西,九江,0,0,0
2020/2/22,江西,九江,0,4,0
2020/2/23,江西,九江,0,6,0
2020/2/24,江西,九江,0,5,0
2020/2/25,江西,九江,0,0,0
2020/2/26,江西,九江,0,9,0
2020/2/27,江西,九江,0,9,0
2020/2/28,江西,九江,0,11,0
2020/2/29,江西,九江,0,3,0
2020/3/1,江西,九江,0,0,0
2020/3/2,江西,九江,0,3,0
2020/3/3,江西,九江,0,1,0
2020/3/4,江西,九江,0,3,0
2020/3/5,江西,九江,0,7,0
2020/3/6,江西,九江,0,2,0
2020/3/7,江西,九江,0,2,0
2020/3/8,江西,九江,0,0,0
2020/3/9,江西,九江,0,1,0
2020/3/10,江西,九江,0,2,0
2020/3/11,江西,九江,0,2,0
2020/3/12,江西,九江,0,1,0
2020/3/13,江西,九江,0,0,0
2020/3/14,江西,九江,0,0,0
2020/2/7,江西,南昌,168,20,0
2020/2/8,江西,南昌,11,7,0
2020/2/9,江西,南昌,10,8,0
2020/2/10,江西,南昌,6,11,0
2020/2/11,江西,南昌,9,7,0
2020/2/12,江西,南昌,6,8,0
2020/2/13,江西,南昌,7,7,0
2020/2/14,江西,南昌,5,4,0
2020/2/15,江西,南昌,5,3,0
